ZDB-BAC-090114-810|ZDB-BAC-030616-43|RP71-PACKTRZ|
ZDB-LOCUS-040929-4|ZDB-GENE-030131-3238|poly A binding protein, cytoplasmic 1 a|
ZDB-GENE-030131-5816|ZDB-GENE-030131-3246|wu:fi19h05|
ZDB-GENE-050302-85|ZDB-GENE-030131-3271|wu:fi04h07|
ZDB-GENE-060503-828|ZDB-GENE-030131-33|hm:zeh0312|
ZDB-GENE-040426-2582|ZDB-GENE-030131-333|zgc:85635|
ZDB-GENE-050302-65|ZDB-GENE-030131-3342|im:7052588|
ZDB-GENE-030131-9171|ZDB-GENE-030131-34|wu:fb02e10|
ZDB-GENE-050302-165|ZDB-GENE-030131-3420|wu:faa63d12|
ZDB-GENE-030131-4121|ZDB-GENE-030131-3445|wu:fc74b05|
ZDB-GENE-050417-301|ZDB-GENE-030131-3507|zgc:109706|
ZDB-GENE-030131-1300|ZDB-GENE-030131-3529|wu:fb66c06|
ZDB-LOCUS-040930-13|ZDB-GENE-030131-355|un-named hi3400|
ZDB-GENE-030131-3363|ZDB-GENE-030131-3566|wu:fc36f11|
ZDB-GENE-050417-426|ZDB-GENE-030131-3580|zgc:110483|
ZDB-GENE-030131-5592|ZDB-GENE-030131-3625|wu:fi05c08|
ZDB-GENE-050309-60|ZDB-GENE-030131-3663|im:7146712|
ZDB-GENE-030131-9378|ZDB-GENE-030131-3695|wu:fj67d04|
ZDB-GENE-030131-8885|ZDB-GENE-030131-3727|wu:fk31e01|
ZDB-GENE-030131-6945|ZDB-GENE-030131-3729|wu:fa11f11|
ZDB-GENE-060616-97|ZDB-GENE-030131-373|zgc:136227|
ZDB-GENE-030131-9986|ZDB-GENE-030131-3742|ik:tdsubc_1h5|
ZDB-GENE-030131-7784|ZDB-GENE-030131-377|wu:fj34c06|
ZDB-GENE-030131-6723|ZDB-GENE-030131-3800|wu:fa03f02|
ZDB-GENE-061013-34|ZDB-GENE-030131-3813|zgc:153149|
ZDB-GENE-070112-212|ZDB-GENE-030131-3856|zgc:158854|
ZDB-GENE-030131-6574|ZDB-GENE-030131-395|sr:nyz021|
ZDB-GENE-030131-8601|ZDB-GENE-030131-4009|wu:fa91e05|
ZDB-GENE-030131-4910|ZDB-GENE-030131-4027|wu:fe06e07|
ZDB-GENE-070112-994|ZDB-GENE-030131-4027|zgc:158541|
ZDB-GENE-030131-9932|ZDB-GENE-030131-4076|sb:cb680|
ZDB-GENE-030131-5973|ZDB-GENE-030131-4089|wu:fi27h11|
ZDB-GENE-050417-410|ZDB-GENE-030131-4148|zgc:110703|
ZDB-GENE-030131-390|ZDB-GENE-030131-4163|wu:fb26a06|
ZDB-GENE-030131-7357|ZDB-GENE-030131-4174|wu:fj10c11|
ZDB-GENE-040426-941|ZDB-GENE-030131-4194|zgc:56212|
ZDB-GENE-030131-2717|ZDB-GENE-030131-4265|wu:fc16e01|
ZDB-GENE-030131-2017|ZDB-GENE-030131-428|wu:fb94e03|
ZDB-GENE-030131-7010|ZDB-GENE-030131-4286|wu:fa12h07|
ZDB-GENE-030131-5405|ZDB-GENE-030131-433|wu:fd16c08|
ZDB-GENE-030131-2525|ZDB-GENE-030131-4357|wu:fc10e10|
ZDB-GENE-030131-4352|ZDB-GENE-030131-4390|wu:fc93h09|
ZDB-GENE-030131-8979|ZDB-GENE-030131-4400|wu:fa95h05|
ZDB-GENE-030131-3050|ZDB-GENE-030131-441|wu:fc25g11|
ZDB-GENE-050302-125|ZDB-GENE-030131-4418|wu:fv32f12|
ZDB-GENE-050417-139|ZDB-GENE-030131-4430|zgc:112058|
ZDB-GENE-040426-2926|ZDB-GENE-030131-445|zgc:55349|
ZDB-GENE-030131-1549|ZDB-GENE-030131-4486|wu:fb74d05|
ZDB-GENE-050309-197|ZDB-GENE-030131-4505|im:7151586|
ZDB-GENE-030131-742|ZDB-GENE-030131-4532|wu:fb44b12|
ZDB-GENE-041210-111|ZDB-GENE-030131-4605|si:dkey-14d8.3|
ZDB-GENE-040426-2715|ZDB-GENE-030131-4606|zgc:66319|
ZDB-GENE-060421-988|ZDB-GENE-030131-4615|zgc:136272|
ZDB-GENE-061215-35|ZDB-GENE-030131-4642|zgc:158256|
ZDB-GENE-040625-87|ZDB-GENE-030131-4656|zgc:86880|
ZDB-GENE-030131-6825|ZDB-GENE-030131-4704|wu:fa07b07|
ZDB-GENE-050302-45|ZDB-GENE-030131-4718|im:7039360|
ZDB-GENE-050302-126|ZDB-GENE-030131-4744|wu:fv30d07|
ZDB-GENE-041121-16|ZDB-GENE-030131-478|zgc:92209|
ZDB-GENE-030131-3769|ZDB-GENE-030131-4827|wu:fc52e12|
ZDB-GENE-050302-159|ZDB-GENE-030131-4841|wu:fz90d01|
ZDB-GENE-060825-35|ZDB-GENE-030131-4869|zgc:153729|
ZDB-GENE-041010-31|ZDB-GENE-030131-4905|zgc:101895|
ZDB-LOCUS-040106-1|ZDB-GENE-030131-4909|gonzo|
ZDB-GENE-030131-8661|ZDB-GENE-030131-4918|wu:fa93e09|
ZDB-GENE-070912-436|ZDB-GENE-030131-492|si:dkey-20f20.5|
ZDB-GENE-050302-47|ZDB-GENE-030131-4957|im:7041219|
ZDB-GENE-050522-68|ZDB-GENE-030131-5005|zgc:111837|
ZDB-GENE-030131-4034|ZDB-GENE-030131-5063|wu:fc66b09|
ZDB-GENE-030131-5962|ZDB-GENE-030131-5065|wu:fi27e09|
ZDB-GENE-030131-236|ZDB-GENE-030131-5105|wu:fb18a10|
ZDB-GENE-061215-11|ZDB-GENE-030131-5126|zgc:158372|
ZDB-GENE-030131-8260|ZDB-GENE-030131-5154|wu:fj63b12|
ZDB-GENE-050302-117|ZDB-GENE-030131-5176|wu:ft80f05|
ZDB-GENE-070117-681|ZDB-GENE-030131-5188|cease&desist|
ZDB-GENE-071004-28|ZDB-GENE-030131-5206|zgc:171735|
ZDB-GENE-050417-420|ZDB-GENE-030131-5227|zgc:110681|
ZDB-GENE-040426-2696|ZDB-GENE-030131-5237|zgc:56314|
ZDB-GENE-060503-714|ZDB-GENE-030131-5259|wu:fa20e07|
ZDB-LOCUS-041006-1|ZDB-GENE-030131-5268|WEE1 homolog (S. pombe)|
ZDB-GENE-051113-280|ZDB-GENE-030131-5274|zgc:123146|
ZDB-GENE-030131-1810|ZDB-GENE-030131-5283|wu:fb81d06|
ZDB-LOCUS-040929-6|ZDB-GENE-030131-5286|polymerase (RNA) I polypeptide A|
ZDB-GENE-030131-8549|ZDB-GENE-030131-5297|wu:fb14g09|
ZDB-GENE-050320-98|ZDB-GENE-030131-5297|zgc:103615|
ZDB-GENE-030131-9349|ZDB-GENE-030131-5316|wu:fj66d12|
ZDB-GENE-030131-1694|ZDB-GENE-030131-5335|wu:fb78b03|
ZDB-GENE-030131-5698|ZDB-GENE-030131-5354|wu:fi14a05|
ZDB-GENE-050302-148|ZDB-GENE-030131-5358|wu:fy58a05|
ZDB-GENE-030131-470|ZDB-GENE-030131-537|wu:fj91g05|
ZDB-GENE-030131-1920|ZDB-GENE-030131-5386|wu:fb92d03|
ZDB-GENE-030131-5410|ZDB-GENE-030131-5409|wu:fd16d07|
ZDB-GENE-060804-4|ZDB-GENE-030131-5418|zgc:136694|
ZDB-GENE-050302-89|ZDB-GENE-030131-5420|wu:fi42a10|
ZDB-GENE-030131-10103|ZDB-GENE-030131-5426|xx:11fd17d09|
ZDB-GENE-041010-224|ZDB-GENE-030131-5427|zgc:92562|
ZDB-GENE-030131-6492|ZDB-GENE-030131-5435|zgc:63823|
ZDB-GENE-030131-2027|ZDB-GENE-030131-5448|wu:fb94g06|
ZDB-GENE-030131-6006|ZDB-GENE-030131-5466|wu:fi30a03|
ZDB-GENE-030131-850|ZDB-GENE-030131-5475|wu:fb51a04|
ZDB-GENE-040808-71|ZDB-GENE-030131-5479|zgc:86871|
ZDB-GENE-050913-121|ZDB-GENE-030131-5493|zgc:113965|
ZDB-GENE-030131-4991|ZDB-GENE-030131-5499|wu:fe17f09|
ZDB-GENE-030131-5904|ZDB-GENE-030131-5503|wu:fi24b06|
ZDB-GENE-030521-46|ZDB-GENE-030131-5505|sb:cb509|
ZDB-GENE-030131-7239|ZDB-GENE-030131-5512|wu:fl22a03|
ZDB-GENE-030616-57|ZDB-GENE-030131-5531|si:bz20i5.3|
ZDB-GENE-070117-657|ZDB-GENE-030131-5532|betty boop|
ZDB-LOCUS-990215-494|ZDB-GENE-030131-555|santa|
ZDB-GENE-010319-45|ZDB-GENE-030131-5553|id:ibd2026|
ZDB-GENE-070112-142|ZDB-GENE-030131-5553|zgc:158601|
ZDB-GENE-060929-1246|ZDB-GENE-030131-5561|zgc:152988|
ZDB-GENE-030131-4946|ZDB-GENE-030131-5584|wu:fe14c04|
ZDB-GENE-030131-9299|ZDB-GENE-030131-5584|wu:fa56d07|
ZDB-GENE-031010-39|ZDB-GENE-030131-5602|sb:cb881|
ZDB-GENE-050417-132|ZDB-GENE-030131-5651|zgc:112065|
ZDB-GENE-050302-20|ZDB-GENE-030131-5682|im:5913035|
ZDB-LOCUS-040713-1|ZDB-GENE-030131-571|SNW domain containing 1|
ZDB-GENE-060503-211|ZDB-GENE-030131-5733|zgc:55805|
ZDB-LOCUS-010717-1|ZDB-GENE-030131-574|oval|
ZDB-GENE-030131-1512|ZDB-GENE-030131-577|wu:fb73e06|
ZDB-GENE-040426-1054|ZDB-GENE-030131-577|zgc:56504|
ZDB-GENE-060503-613|ZDB-GENE-030131-5784|si:dkey-114f6.1|
ZDB-GENE-060531-93|ZDB-GENE-030131-5794|si:dkey-1o2.5|
ZDB-GENE-030131-8543|ZDB-GENE-030131-5808|wu:fb14f05|
ZDB-GENE-030131-5811|ZDB-GENE-030131-5812|wu:fi19e09|
ZDB-GENE-060421-8111|ZDB-GENE-030131-5841|zgc:136559|
ZDB-GENE-030131-7115|ZDB-GENE-030131-5862|si:ch211-139a5.13|
ZDB-GENE-050309-56|ZDB-GENE-030131-5865|im:7145675|
ZDB-GENE-030131-8905|ZDB-GENE-030131-5868|wu:fk35a11|
ZDB-GENE-030131-4916|ZDB-GENE-030131-5877|wu:fe06g11|
ZDB-GENE-030131-5893|ZDB-GENE-030131-5889|wu:fi23e06|
ZDB-GENE-030131-7815|ZDB-GENE-030131-591|wu:fj35e06|
ZDB-GENE-070424-240|ZDB-GENE-030131-5919|si:dkey-36i7.1|
ZDB-GENE-030131-3064|ZDB-GENE-030131-5926|wu:fc26b09|
ZDB-GENE-061103-241|ZDB-GENE-030131-5930|zgc:152871|
ZDB-GENE-030131-7034|ZDB-GENE-030131-5947|wu:fk66f08|
ZDB-GENE-030131-9293|ZDB-GENE-030131-5964|wu:fa56c07|
ZDB-GENE-061009-41|ZDB-GENE-030131-5968|zgc:136486|
ZDB-GENE-030131-9265|ZDB-GENE-030131-5971|wu:fa55e01|
ZDB-GENE-060929-584|ZDB-GENE-030131-5975|zgc:153248|
ZDB-GENE-030131-3083|ZDB-GENE-030131-6003|wu:fc26f12|
ZDB-GENE-040426-512|ZDB-GENE-030131-6018|zgc:55743|
ZDB-GENE-030131-3330|ZDB-GENE-030131-6034|wu:fc34e05|
ZDB-GENE-030131-627|ZDB-GENE-030131-6039|wu:fb38b07|
ZDB-GENE-030131-7648|ZDB-GENE-030131-6048|wu:fk58e02|
ZDB-GENE-060929-184|ZDB-GENE-030131-6059|zgc:153975|
ZDB-GENE-040718-476|ZDB-GENE-030131-6069|zgc:86687|
ZDB-GENE-060503-798|ZDB-GENE-030131-6101|wu:fi34d11|
ZDB-GENE-030131-979|ZDB-GENE-030131-6121|wu:fb55a03|
ZDB-GENE-050302-74|ZDB-GENE-030131-6132|im:7067566|
ZDB-GENE-030131-6277|ZDB-GENE-030131-6136|wu:fi42a03|
ZDB-GENE-030131-2979|ZDB-GENE-030131-614|wu:fc23a07|
ZDB-GENE-030131-5583|ZDB-GENE-030131-6141|wu:fi04h10|
ZDB-GENE-030131-6561|ZDB-GENE-030131-6154|wu:fa16d06|
ZDB-GENE-051113-220|ZDB-GENE-030131-616|zgc:123093|
ZDB-GENE-040426-2821|ZDB-GENE-030131-6166|zgc:66128|
ZDB-GENE-030131-3685|ZDB-GENE-030131-617|wu:fc49f02|
ZDB-GENE-060808-5|ZDB-GENE-030131-618|wu:fb82e07|
ZDB-GENE-030131-6255|ZDB-GENE-030131-6218|wu:fi40e07|
ZDB-GENE-061027-309|ZDB-GENE-030131-6232|zgc:152848|
ZDB-GENE-030131-9282|ZDB-GENE-030131-6247|wu:fa56a02|
ZDB-GENE-030131-776|ZDB-GENE-030131-6269|wu:fb48e11|
ZDB-GENE-050731-12|ZDB-GENE-030131-6269|zgc:113928|
ZDB-GENE-050420-340|ZDB-GENE-030131-6288|si:ch211-114c9.2|
ZDB-GENE-060526-66|ZDB-GENE-030131-6296|si:ch211-188g24.3|
ZDB-GENE-050302-127|ZDB-GENE-030131-6301|wu:fv36e07|
ZDB-GENE-030131-5352|ZDB-GENE-030131-6305|wu:fd14d12|
ZDB-GENE-070912-12|ZDB-GENE-030131-6320|si:ch211-10e2.6|
ZDB-LOCUS-050809-9|ZDB-GENE-030131-6349|nucleolar and coiled-body phosphoprotein 1-like|
ZDB-GENE-060512-49|ZDB-GENE-030131-6406|zgc:136280|
ZDB-GENE-050809-140|ZDB-GENE-030131-6422|zgc:111835|
ZDB-LOCUS-040913-1|ZDB-GENE-030131-6435|synembryn-like|
ZDB-GENE-030616-500|ZDB-GENE-030131-6458|muscle, skeletal, receptor tyrosine kinase|
ZDB-GENE-030131-6273|ZDB-GENE-030131-6496|wu:fi41g07|
ZDB-GENE-061215-88|ZDB-GENE-030131-6496|zgc:152656|
ZDB-GENE-050302-2|ZDB-GENE-030131-650|im:2639158|
ZDB-GENE-030131-2385|ZDB-GENE-030131-6505|wu:fc06e01|
ZDB-GENE-030131-9251|ZDB-GENE-030131-6523|wu:fa55a06|
ZDB-GENE-030131-9194|ZDB-GENE-030131-6545|wu:fb03c02|
ZDB-GENE-030131-1094|ZDB-GENE-030131-6550|wu:fb59c06|
ZDB-GENE-030131-96|ZDB-GENE-030131-6550|hm:zeh1307|
ZDB-GENE-030131-2803|ZDB-GENE-030131-6564|wu:fc18c08|
ZDB-GENE-030131-8350|ZDB-GENE-030131-6577|wu:fa18f07|
ZDB-GENE-060825-63|ZDB-GENE-030131-6586|zgc:153378|
ZDB-GENE-030131-1462|ZDB-GENE-030131-6598|wu:fb72d02|
ZDB-GENE-041010-97|ZDB-GENE-030131-6607|zgc:103763|
ZDB-GENE-030131-5446|ZDB-GENE-030131-6622|wu:fd19a04|
ZDB-GENE-040625-32|ZDB-GENE-030131-666|zgc:86713|
ZDB-GENE-050320-146|ZDB-GENE-030131-6665|zgc:110469|
ZDB-GENE-050904-2|ZDB-GENE-030131-6695|zgc:110833|
ZDB-GENE-030131-953|ZDB-GENE-030131-6719|wu:fb54a02|
ZDB-GENE-030131-7095|ZDB-GENE-030131-6760|wu:fk80e07|
ZDB-GENE-030131-471|ZDB-GENE-030131-6778|wu:fb33g03|
ZDB-GENE-030131-4987|ZDB-GENE-030131-6795|wu:fe17e02|
ZDB-GENE-041114-197|ZDB-GENE-030131-683|zgc:92057|
ZDB-GENE-030131-1974|ZDB-GENE-030131-6837|wu:fb93d11|
ZDB-GENE-051120-123|ZDB-GENE-030131-6849|zgc:123014|
ZDB-GENE-030131-630|ZDB-GENE-030131-6858|wu:fb38c05|
ZDB-GENE-030131-5458|ZDB-GENE-030131-688|wu:fd19d09|
ZDB-GENE-050302-118|ZDB-GENE-030131-6916|wu:ft73f05|
ZDB-GENE-060808-21|ZDB-GENE-030131-6925|wu:fq16a06|
ZDB-GENE-050327-46|ZDB-GENE-030131-695|zgc:113187|
ZDB-GENE-030131-4612|ZDB-GENE-030131-698|wu:fd42g06|
ZDB-LOCUS-040930-16|ZDB-GENE-030131-6989|EBNA1 binding protein 2-like|
ZDB-GENE-031002-16|ZDB-GENE-030131-7019|sb:cb840|
ZDB-GENE-070912-396|ZDB-GENE-030131-7031|si:dkey-177e13.4|
ZDB-GENE-050522-82|ZDB-GENE-030131-7038|zgc:110440|
ZDB-GENE-040426-2798|ZDB-GENE-030131-7047|zgc:55624|
ZDB-GENE-030328-30|ZDB-GENE-030131-7099|sb:cb76|
ZDB-GENE-050417-318|ZDB-GENE-030131-7118|zgc:110347|
ZDB-GENE-030131-2558|ZDB-GENE-030131-713|wu:fc11d05|
ZDB-GENE-030131-9173|ZDB-GENE-030131-7135|wu:fb02e12|
ZDB-GENE-040426-2221|ZDB-GENE-030131-7166|zgc:77108|
ZDB-GENE-030131-3791|ZDB-GENE-030131-7179|wu:fc54b11|
ZDB-LOCUS-061129-7|ZDB-GENE-030131-7190|methyl CpG binding protein 2|
ZDB-GENE-030131-1468|ZDB-GENE-030131-7209|wu:fb72e01|
ZDB-GENE-030131-406|ZDB-GENE-030131-7240|wu:fb26g06|
ZDB-GENE-030131-6512|ZDB-GENE-030131-73|wu:fa13f05|
ZDB-GENE-030131-5815|ZDB-GENE-030131-732|wu:fi19g08|
ZDB-GENE-060503-654|ZDB-GENE-030131-7351|wu:fj09f07|
ZDB-GENE-050302-36|ZDB-GENE-030131-7373|im:6997610|
ZDB-GENE-030619-12|ZDB-GENE-030131-7377|wu:fc17a09|
ZDB-GENE-030131-549|ZDB-GENE-030131-7389|wu:fb36e07|
ZDB-GENE-040426-2176|ZDB-GENE-030131-7414|zgc:64056|
ZDB-GENE-030619-11|ZDB-GENE-030131-7428|wu:fb14e12|
ZDB-GENE-040625-26|ZDB-GENE-030131-7459|zgc:86688|
ZDB-GENE-050731-7|ZDB-GENE-030131-7479|zgc:110139|
ZDB-GENE-070912-534|ZDB-GENE-030131-7517|si:dkey-40i22.4|
ZDB-GENE-050302-140|ZDB-GENE-030131-7526|wu:fy32d03|
ZDB-GENE-060503-933|ZDB-GENE-030131-755|wu:fb44h04|
ZDB-GENE-060503-770|ZDB-GENE-030131-7626|wu:fk56c04|
ZDB-GENE-030131-9874|ZDB-GENE-030131-7647|sb:cb515|
ZDB-GENE-030131-3257|ZDB-GENE-030131-7660|zgc:55643|
ZDB-GENE-060929-1222|ZDB-GENE-030131-7661|zgc:153140|
ZDB-GENE-030131-8489|ZDB-GENE-030131-7667|wu:fb13c09|
ZDB-GENE-070410-77|ZDB-GENE-030131-7698|general transcription factor IIIA|
ZDB-GENE-030131-1056|ZDB-GENE-030131-774|wu:fb58d08|
ZDB-GENE-070912-202|ZDB-GENE-030131-7751|si:ch211-221b16.6|
ZDB-GENE-050913-115|ZDB-GENE-030131-7787|zgc:114050|
ZDB-GENE-041015-750|ZDB-GENE-030131-7847|si:dkey-181i3.7|
ZDB-GENE-050320-138|ZDB-GENE-030131-7869|zgc:113122|
ZDB-GENE-050417-269|ZDB-GENE-030131-7880|zgc:112527|
ZDB-GENE-030131-1702|ZDB-GENE-030131-7892|wu:fb78c05|
ZDB-GENE-030131-1557|ZDB-GENE-030131-7928|wu:fb74e07|
ZDB-LOCUS-040929-5|ZDB-GENE-030131-7928|ribophorin II|
ZDB-GENE-060503-424|ZDB-GENE-030131-8029|wu:fj47h06|
ZDB-GENE-030131-7845|ZDB-GENE-030131-8064|wu:fj36d09|
ZDB-GENE-041212-3|ZDB-GENE-030131-8078|zgc:103705|
ZDB-GENE-041111-212|ZDB-GENE-030131-8101|im:7144367|
ZDB-GENE-060331-99|ZDB-GENE-030131-8104|zgc:136710|
ZDB-GENE-030131-7139|ZDB-GENE-030131-8215|wu:fk87f09|
ZDB-GENE-060929-336|ZDB-GENE-030131-8279|zgc:153016|
ZDB-GENE-040426-2424|ZDB-GENE-030131-8290|zgc:65850|
ZDB-GENE-030131-1374|ZDB-GENE-030131-8308|wu:fb69c08|
ZDB-GENE-040426-2667|ZDB-GENE-030131-8308|zgc:63926|
ZDB-GENE-030131-8329|ZDB-GENE-030131-8330|wu:fb09a04|
ZDB-GENE-030131-281|ZDB-GENE-030131-8365|wu:fb19c04|
ZDB-GENE-030131-8933|ZDB-GENE-030131-8373|wu:fa66d11|
ZDB-GENE-070424-237|ZDB-GENE-030131-8376|si:dkey-281i8.2|
ZDB-GENE-041114-70|ZDB-GENE-030131-8398|zgc:101883|
ZDB-GENE-030131-8711|ZDB-GENE-030131-8415|wu:fb04c08|
ZDB-GENE-030131-156|ZDB-GENE-030131-8417|hm:zehn1949|
ZDB-GENE-030131-68|ZDB-GENE-030131-8436|hm:zeh0800|
ZDB-GENE-041010-159|ZDB-GENE-030131-8447|zgc:101752|
ZDB-GENE-030131-6650|ZDB-GENE-030131-845|wu:fa01a08|
ZDB-GENE-031118-71|ZDB-GENE-030131-8453|wu:fm79b09|
ZDB-GENE-031118-104|ZDB-GENE-030131-8462|wu:fs42e03|
ZDB-GENE-030131-3168|ZDB-GENE-030131-848|wu:fc29d09|
ZDB-GENE-030131-3493|ZDB-GENE-030131-8482|wu:fc41g04|
ZDB-GENE-030131-4128|ZDB-GENE-030131-8512|wu:fc74e02|
ZDB-GENE-030131-8746|ZDB-GENE-030131-8554|wu:fb05g08|
ZDB-GENE-030131-8737|ZDB-GENE-030131-8556|wu:fb05e11|
ZDB-GENE-030131-2634|ZDB-GENE-030131-8567|wu:fc14a07|
ZDB-GENE-050417-431|ZDB-GENE-030131-858|zgc:110658|
ZDB-GENE-030131-633|ZDB-GENE-030131-8594|wu:fb38c09|
ZDB-GENE-050417-415|ZDB-GENE-030131-8617|zgc:110696|
ZDB-GENE-030131-941|ZDB-GENE-030131-8623|wu:fb53f07|
ZDB-GENE-030131-8608|ZDB-GENE-030131-8625|wu:fa91f09|
ZDB-LOCUS-040622-2|ZDB-GENE-030131-8626|ribosomal protein S8|
ZDB-GENE-050320-90|ZDB-GENE-030131-8646|zgc:103730|
ZDB-LOCUS-040622-4|ZDB-GENE-030131-8654|ribosomal protein L7|
ZDB-GENE-070112-1392|ZDB-GENE-030131-866|zgc:158397|
ZDB-GENE-030131-392|ZDB-GENE-030131-8671|wu:fb26a11|
ZDB-GENE-030131-5244|ZDB-GENE-030131-8680|wu:fa19h06|
ZDB-GENE-030131-6743|ZDB-GENE-030131-871|wu:fa04b02|
ZDB-GENE-030131-4750|ZDB-GENE-030131-8714|wu:fd58d07|
ZDB-GENE-060929-216|ZDB-GENE-030131-8731|zgc:153435|
ZDB-GENE-041010-206|ZDB-GENE-030131-8742|zgc:101591|
ZDB-GENE-030131-8250|ZDB-GENE-030131-8783|wu:fj62g06|
ZDB-GENE-060421-971|ZDB-GENE-030131-8805|zgc:136708|
ZDB-GENE-040426-2244|ZDB-GENE-030131-8811|zgc:77080|
ZDB-GENE-030131-8627|ZDB-GENE-030131-8865|wu:fa92d07|
ZDB-GENE-030131-5519|ZDB-GENE-030131-8867|wu:fd21c05|
ZDB-GENE-060512-119|ZDB-GENE-030131-8906|zgc:136299|
ZDB-GENE-050208-321|ZDB-GENE-030131-8955|im:7148368|
ZDB-GENE-041010-222|ZDB-GENE-030131-9014|zgc:86730|
ZDB-GENE-040426-2108|ZDB-GENE-030131-9034|zgc:56659|
ZDB-GENE-050522-445|ZDB-GENE-030131-904|zgc:111801|
ZDB-GENE-030131-7362|ZDB-GENE-030131-9076|wu:fj10f10|
ZDB-GENE-040927-21|ZDB-GENE-030131-9092|zgc:103714|
ZDB-GENE-030131-9156|ZDB-GENE-030131-9102|wu:fb02c06|
ZDB-LOCUS-010615-1|ZDB-GENE-030131-9102|chihuahua|
ZDB-GENE-061110-132|ZDB-GENE-030131-9120|zgc:153873|
ZDB-GENE-041008-143|ZDB-GENE-030131-9140|im:7138196|
ZDB-GENE-030131-150|ZDB-GENE-030131-9170|hm:zehn1575|
ZDB-LOCUS-001221-2|ZDB-GENE-030131-9180|no optokinetic response c|
ZDB-GENE-051030-51|ZDB-GENE-030131-921|zgc:123189|
ZDB-GENE-030131-186|ZDB-GENE-030131-925|wu:fb16c10|
ZDB-GENE-030131-2346|ZDB-GENE-030131-9260|wu:fc05d06|
ZDB-GENE-030131-3718|ZDB-GENE-030131-9342|wu:fc51a02|
ZDB-GENE-060720-4|ZDB-GENE-030131-9438|wu:cegs2341|
ZDB-GENE-060503-127|ZDB-GENE-030131-9446|wu:fj78h07|
ZDB-GENE-030131-159|ZDB-GENE-030131-947|hm:zehn2153|
ZDB-GENE-030131-1338|ZDB-GENE-030131-9475|wu:fb67g09|
ZDB-LOCUS-040927-5|ZDB-GENE-030131-9511|dirty south|
ZDB-GENE-061013-782|ZDB-GENE-030131-9532|zgc:152893|
ZDB-GENE-050327-88|ZDB-GENE-030131-955|zgc:110790|
ZDB-GENE-030131-1308|ZDB-GENE-030131-9563|wu:fb66e04|
ZDB-GENE-030219-196|ZDB-GENE-030131-9572|id:ibd5133|
ZDB-GENE-050522-288|ZDB-GENE-030131-9609|zgc:111895|
ZDB-GENE-060929-1054|ZDB-GENE-030131-9634|zgc:153334|
ZDB-GENE-030131-5713|ZDB-GENE-030131-9646|wu:fi14f08|
ZDB-GENE-030131-8348|ZDB-GENE-030131-9652|sb:cb340|
ZDB-GENE-030131-2616|ZDB-GENE-030131-9654|wu:fc13d05|
ZDB-GENE-061215-56|ZDB-GENE-030131-966|zgc:158428|
ZDB-GENE-030131-8408|ZDB-GENE-030131-9662|wu:fb11c04|
ZDB-GENE-030131-5236|ZDB-GENE-030131-9685|wu:fa19d11|
ZDB-GENE-040625-47|ZDB-GENE-030131-9689|zgc:86724|
ZDB-LOCUS-020426-48|ZDB-GENE-030131-9691|chromosome 4 open reading frame 9 (H. sapiens)|
ZDB-GENE-030131-2802|ZDB-GENE-030131-9710|wu:fc18c04|
ZDB-GENE-030131-676|ZDB-GENE-030131-9732|wu:fb39c11|
ZDB-GENE-030131-9551|ZDB-GENE-030131-9749|wu:fj86e11|
ZDB-GENE-030131-2901|ZDB-GENE-030131-9753|wu:fc21c03|
ZDB-LOCUS-040709-2|ZDB-GENE-030131-9762|phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase|
ZDB-GENE-030131-3471|ZDB-GENE-030131-9770|wu:fc41b07|
ZDB-GENE-030131-8318|ZDB-GENE-030131-9774|wu:fb08f12|
ZDB-GENE-030131-1555|ZDB-GENE-030131-9780|wu:fb74e02|
ZDB-GENE-030131-9026|ZDB-GENE-030131-9784|wu:fa97a10|
ZDB-GENE-060808-11|ZDB-GENE-030131-9786|wu:fc93e05|
ZDB-GENE-030131-3551|ZDB-GENE-030131-9788|wu:fc44f01|
ZDB-GENE-050417-245|ZDB-GENE-030131-9792|zgc:111851|
ZDB-GENE-030131-1071|ZDB-GENE-030131-9795|wu:fb58g03|
ZDB-GENE-030131-198|ZDB-GENE-030131-9796|wu:fb16f08|
ZDB-GENE-041111-234|ZDB-GENE-030131-9796|im:7145323|
ZDB-GENE-030131-6749|ZDB-GENE-030131-9798|wu:fa04b12|
ZDB-GENE-050302-39|ZDB-GENE-030131-9800|im:7000403|
ZDB-GENE-030131-4157|ZDB-GENE-030131-9805|wu:fc63g02|
ZDB-GENE-030219-30|ZDB-GENE-030131-9807|id:ibd2826|
ZDB-GENE-031118-161|ZDB-GENE-030131-9818|wu:fc11g11|
ZDB-GENE-050208-83|ZDB-GENE-030131-9823|im:7138247|
ZDB-LOCUS-030213-308|ZDB-GENE-030131-9823|un-named m538|
ZDB-GENE-030131-2357|ZDB-GENE-030131-9827|wu:fc05g03|
ZDB-GENE-030131-1909|ZDB-GENE-030131-9830|wu:fb92b07|
ZDB-GENE-030131-2|ZDB-GENE-030131-9832|hm:zeh0009|
ZDB-GENE-030829-42|ZDB-GENE-030131-9833|sb:cb721|
ZDB-GENE-030131-1448|ZDB-GENE-030131-9836|wu:fb72a03|
ZDB-GENE-030131-2382|ZDB-GENE-030131-9839|wu:fc06d08|
